"name","link","description","id","lookup"
"CXCR6 ; CXCR6 ; ANA79","http://www.ncbi.nlm.nih.gov/gene/?term=10663","C-X-C chemokine receptor type 6","10663","lk_analyte"
"Ebi3 ; Ebi3 ; ANA541","http://www.ncbi.nlm.nih.gov/gene/?term=50498","interleukin-27 subunit beta","50498","lk_analyte"
"EBI3 ; EBI3 ; ANA80","http://www.ncbi.nlm.nih.gov/gene/?term=10148","interleukin-27 subunit beta","10148","lk_analyte"
"Egf ; Egf ; ANA542","http://www.ncbi.nlm.nih.gov/gene/?term=13645","pro-epidermal growth factor","13645","lk_analyte"
"EGF ; EGF ; ANA81","http://www.ncbi.nlm.nih.gov/gene/?term=1950","pro-epidermal growth factor","1950","lk_analyte"
"Egfr ; Egfr ; ANA543","http://www.ncbi.nlm.nih.gov/gene/?term=13649","epidermal growth factor receptor","13649","lk_analyte"
"EGFR ; EGFR ; ANA82","http://www.ncbi.nlm.nih.gov/gene/?term=1956","epidermal growth factor receptor","1956","lk_analyte"
"Eotaxin ; CCL11 ; ANA3","http://www.ncbi.nlm.nih.gov/gene/?term=6356","eotaxin","6356","lk_analyte"
"Epo ; Epo ; ANA544","http://www.ncbi.nlm.nih.gov/gene/?term=13856","erythropoietin","13856","lk_analyte"
"EPO ; EPO ; ANA83","http://www.ncbi.nlm.nih.gov/gene/?term=2056","erythropoietin","2056","lk_analyte"
"Epor ; Epor ; ANA545","http://www.ncbi.nlm.nih.gov/gene/?term=13857","erythropoietin receptor","13857","lk_analyte"
"EPOR ; EPOR ; ANA84","http://www.ncbi.nlm.nih.gov/gene/?term=2057","erythropoietin receptor","2057","lk_analyte"
"Fas ; Fas ; ANA546","http://www.ncbi.nlm.nih.gov/gene/?term=14102","tumor necrosis factor receptor superfamily member 6","14102","lk_analyte"
"FAS ; FAS ; ANA85","http://www.ncbi.nlm.nih.gov/gene/?term=355","tumor necrosis factor receptor superfamily member 6","355","lk_analyte"
"Fasl ; Fasl ; ANA547","http://www.ncbi.nlm.nih.gov/gene/?term=14103","fas ligand, TNF-like","14103","lk_analyte"
"FASLG ; FASLG ; ANA86","http://www.ncbi.nlm.nih.gov/gene/?term=356","fas ligand, TNF-like","356","lk_analyte"
"Fgf1 ; Fgf1 ; ANA548","http://www.ncbi.nlm.nih.gov/gene/?term=14164","heparin-binding growth factor 1","14164","lk_analyte"
"FGF1 ; FGF1 ; ANA87","http://www.ncbi.nlm.nih.gov/gene/?term=2246","heparin-binding growth factor 1","2246","lk_analyte"
"Fgf2 ; Fgf2 ; ANA549","http://www.ncbi.nlm.nih.gov/gene/?term=14173","fibroblast growth factor 2","14173","lk_analyte"
"FGF2 ; FGF2 ; ANA88","http://www.ncbi.nlm.nih.gov/gene/?term=2247","fibroblast growth factor 2","2247","lk_analyte"
"FIGF ; FIGF ; ANA710","http://www.ncbi.nlm.nih.gov/gene/?term=2277","-","2277","lk_analyte"
"Flt3 ; Flt3 ; ANA550","http://www.ncbi.nlm.nih.gov/gene/?term=14255","receptor-type tyrosine-protein kinase FLT3","14255","lk_analyte"
"FLT3 ; FLT3 ; ANA89","http://www.ncbi.nlm.nih.gov/gene/?term=2322","receptor-type tyrosine-protein kinase FLT3","2322","lk_analyte"
"Flt3l ; Flt3l ; ANA551","http://www.ncbi.nlm.nih.gov/gene/?term=14256","fms-related tyrosine kinase 3 ligand","14256","lk_analyte"
"FLT3LG ; FLT3LG ; ANA90","http://www.ncbi.nlm.nih.gov/gene/?term=2323","fms-related tyrosine kinase 3 ligand","2323","lk_analyte"
"FRACTALKINE ; CX3CL1 ; ANA58","http://www.ncbi.nlm.nih.gov/gene/?term=6376","fractalkine","6376","lk_analyte"
"Gdf15 ; Gdf15 ; ANA552","http://www.ncbi.nlm.nih.gov/gene/?term=23886","growth/differentiation factor 15","23886","lk_analyte"
"GDF15 ; GDF15 ; ANA91","http://www.ncbi.nlm.nih.gov/gene/?term=9518","growth/differentiation factor 15","9518","lk_analyte"
"GMCSF ; CSF2 ; ANA53","http://www.ncbi.nlm.nih.gov/gene/?term=1437","granulocyte-macrophage colony-stimulating factor","1437","lk_analyte"
"GRO ; CXCL1 ; ANA60","http://www.ncbi.nlm.nih.gov/gene/?term=2919","growth-regulated alpha protein","2919","lk_analyte"
"Hgf ; Hgf ; ANA553","http://www.ncbi.nlm.nih.gov/gene/?term=15234","hepatocyte growth factor","15234","lk_analyte"
"HGF ; HGF ; ANA92","http://www.ncbi.nlm.nih.gov/gene/?term=3082","hepatocyte growth factor","3082","lk_analyte"
"HLADR ; HLA-DRA ; ANA812","","MHC class II histocompatibility antigen alpha chain HLA-DRA","3122","lk_analyte"
"ICAM1 ; ICAM1 ; ANA705","http://www.ncbi.nlm.nih.gov/gene/?term=3383","-","3383","lk_analyte"
"IFNA ; IFN1@ ; ANA717","http://www.ncbi.nlm.nih.gov/gene/?term=3438","-","3438","lk_analyte"
"Ifna1 ; Ifna1 ; ANA554","http://www.ncbi.nlm.nih.gov/gene/?term=15962","interferon alpha-1","15962","lk_analyte"
"IFNA1 ; IFNA1 ; ANA93","http://www.ncbi.nlm.nih.gov/gene/?term=3439","interferon alpha-1","3439","lk_analyte"
"Ifna10 ; Ifna10 ; ANA555","http://www.ncbi.nlm.nih.gov/gene/?term=110296","interferon alpha-10","110296","lk_analyte"
"IFNA10 ; IFNA10 ; ANA94","http://www.ncbi.nlm.nih.gov/gene/?term=3446","interferon alpha-10","3446","lk_analyte"
"Ifna13 ; Ifna13 ; ANA556","http://www.ncbi.nlm.nih.gov/gene/?term=230396","interferon alpha-13","230396","lk_analyte"
"IFNA13 ; IFNA13 ; ANA95","http://www.ncbi.nlm.nih.gov/gene/?term=3447","interferon alpha-13","3447","lk_analyte"
"Ifna14 ; Ifna14 ; ANA557","http://www.ncbi.nlm.nih.gov/gene/?term=404549","interferon alpha-14","404549","lk_analyte"
"IFNA14 ; IFNA14 ; ANA96","http://www.ncbi.nlm.nih.gov/gene/?term=3448","interferon alpha-14","3448","lk_analyte"
"Ifna16 ; Ifna16 ; ANA558","http://www.ncbi.nlm.nih.gov/gene/?term=230398","interferon alpha-16","230398","lk_analyte"
"IFNA16 ; IFNA16 ; ANA97","http://www.ncbi.nlm.nih.gov/gene/?term=3449","interferon alpha-16","3449","lk_analyte"
"IFNA17 ; IFNA17 ; ANA98","http://www.ncbi.nlm.nih.gov/gene/?term=3451","interferon alpha-17","3451","lk_analyte"
"Ifna2 ; Ifna2 ; ANA559","http://www.ncbi.nlm.nih.gov/gene/?term=15965","interferon alpha-2","15965","lk_analyte"
"IFNA2 ; IFNA2 ; ANA99","http://www.ncbi.nlm.nih.gov/gene/?term=3440","interferon alpha-2","3440","lk_analyte"
"IFNA21 ; IFNA21 ; ANA100","http://www.ncbi.nlm.nih.gov/gene/?term=3452","interferon alpha-21","3452","lk_analyte"
"IFNA4 ; IFNA4 ; ANA101","http://www.ncbi.nlm.nih.gov/gene/?term=3441","interferon alpha-4","3441","lk_analyte"
"Ifna4 ; Ifna4 ; ANA560","http://www.ncbi.nlm.nih.gov/gene/?term=15967","interferon alpha-4","15967","lk_analyte"
"IFNA5 ; IFNA5 ; ANA102","http://www.ncbi.nlm.nih.gov/gene/?term=3442","interferon alpha-5","3442","lk_analyte"
"Ifna5 ; Ifna5 ; ANA561","http://www.ncbi.nlm.nih.gov/gene/?term=15968","interferon alpha-5","15968","lk_analyte"
"IFNA6 ; IFNA6 ; ANA103","http://www.ncbi.nlm.nih.gov/gene/?term=3443","interferon alpha-6","3443","lk_analyte"
"Ifna6 ; Ifna6 ; ANA562","http://www.ncbi.nlm.nih.gov/gene/?term=15969","interferon alpha-6","15969","lk_analyte"
"IFNA7 ; IFNA7 ; ANA104","http://www.ncbi.nlm.nih.gov/gene/?term=3444","interferon alpha-7","3444","lk_analyte"
"Ifna7 ; Ifna7 ; ANA563","http://www.ncbi.nlm.nih.gov/gene/?term=15970","interferon alpha-7","15970","lk_analyte"
"IFNA8 ; IFNA8 ; ANA105","http://www.ncbi.nlm.nih.gov/gene/?term=3445","interferon alpha-8","3445","lk_analyte"
"Ifna8 ; Ifna8 ; ANA564","http://www.ncbi.nlm.nih.gov/gene/?term=15969","interferon alpha-8","15969","lk_analyte"
"IFNAR1 ; IFNAR1 ; ANA106","http://www.ncbi.nlm.nih.gov/gene/?term=3454","interferon-alpha/beta receptor alpha chain","3454","lk_analyte"
"Ifnar1 ; Ifnar1 ; ANA565","http://www.ncbi.nlm.nih.gov/gene/?term=15975","interferon-alpha/beta receptor alpha chain","15975","lk_analyte"
"IFNAR2 ; IFNAR2 ; ANA107","http://www.ncbi.nlm.nih.gov/gene/?term=3455","interferon-alpha/beta receptor beta chain","3455","lk_analyte"
"Ifnar2 ; Ifnar2 ; ANA566","http://www.ncbi.nlm.nih.gov/gene/?term=15976","interferon-alpha/beta receptor beta chain","15976","lk_analyte"
"IFNB1 ; IFNB1 ; ANA108","http://www.ncbi.nlm.nih.gov/gene/?term=3456","interferon beta","3456","lk_analyte"
"Ifnb1 ; Ifnb1 ; ANA567","http://www.ncbi.nlm.nih.gov/gene/?term=15977","interferon beta","15977","lk_analyte"
"IFNE ; IFNE ; ANA109","http://www.ncbi.nlm.nih.gov/gene/?term=338376","interferon epsilon","338376","lk_analyte"
"Ifne ; Ifne ; ANA568","http://www.ncbi.nlm.nih.gov/gene/?term=230405","interferon epsilon","230405","lk_analyte"
"IFNG ; IFNG ; ANA110","http://www.ncbi.nlm.nih.gov/gene/?term=3458","interferon gamma","3458","lk_analyte"
"Ifng ; Ifng ; ANA569","http://www.ncbi.nlm.nih.gov/gene/?term=15978","interferon gamma","15978","lk_analyte"
"IFNGR1 ; IFNGR1 ; ANA111","http://www.ncbi.nlm.nih.gov/gene/?term=3459","interferon gamma receptor alpha chain","3459","lk_analyte"
"Ifngr1 ; Ifngr1 ; ANA570","http://www.ncbi.nlm.nih.gov/gene/?term=15979","interferon gamma receptor alpha chain","15979","lk_analyte"
"IFNGR2 ; IFNGR2 ; ANA112","http://www.ncbi.nlm.nih.gov/gene/?term=3460","interferon-gamma receptor beta chain","3460","lk_analyte"
"Ifngr2 ; Ifngr2 ; ANA571","http://www.ncbi.nlm.nih.gov/gene/?term=15980","interferon-gamma receptor beta chain","15980","lk_analyte"
"IFNK ; IFNK ; ANA113","http://www.ncbi.nlm.nih.gov/gene/?term=56832","interferon kappa","56832","lk_analyte"
"Ifnk ; Ifnk ; ANA572","http://www.ncbi.nlm.nih.gov/gene/?term=387510","interferon kappa","387510","lk_analyte"
"IFNL1 ; IFNL1 ; ANA114","http://www.ncbi.nlm.nih.gov/gene/?term=282618","interleukin-29","282618","lk_analyte"
"IFNL2 ; IFNL2 ; ANA115","http://www.ncbi.nlm.nih.gov/gene/?term=282616","interleukin-28A","282616","lk_analyte"
"Ifnl2 ; Ifnl2 ; ANA573","http://www.ncbi.nlm.nih.gov/gene/?term=330496","interleukin-28A","330496","lk_analyte"
"IFNL3 ; IFNL3 ; ANA116","http://www.ncbi.nlm.nih.gov/gene/?term=282617","interleukin-28B","282617","lk_analyte"
"Ifnl3 ; Ifnl3 ; ANA574","http://www.ncbi.nlm.nih.gov/gene/?term=338374","interleukin-28B","338374","lk_analyte"
"IFNLR1 ; IFNLR1 ; ANA117","http://www.ncbi.nlm.nih.gov/gene/?term=163702","interleukin-28 receptor alpha chain","163702","lk_analyte"
"Ifnlr1 ; Ifnlr1 ; ANA575","http://www.ncbi.nlm.nih.gov/gene/?term=242700","interleukin-28 receptor alpha chain","242700","lk_analyte"
"IgD ; IGHD ; ANA813","","Ig delta chain C region","3495","lk_analyte"
"IGF1 ; IGF1 ; ANA713","http://www.ncbi.nlm.nih.gov/gene/?term=3479","-","3479","lk_analyte"
"IGFBP3 ; IGFBP3 ; ANA706","http://www.ncbi.nlm.nih.gov/gene/?term=3486","-","3486","lk_analyte"
"IL10 ; IL10 ; ANA118","http://www.ncbi.nlm.nih.gov/gene/?term=3586","interleukin-10","3586","lk_analyte"
"Il10 ; Il10 ; ANA576","http://www.ncbi.nlm.nih.gov/gene/?term=16153","interleukin-10","16153","lk_analyte"
"IL10RA ; IL10RA ; ANA119","http://www.ncbi.nlm.nih.gov/gene/?term=3587","interleukin-10 receptor alpha chain","3587","lk_analyte"
"Il10ra ; Il10ra ; ANA577","http://www.ncbi.nlm.nih.gov/gene/?term=16154","interleukin-10 receptor alpha chain","16154","lk_analyte"
"IL10RB ; IL10RB ; ANA120","http://www.ncbi.nlm.nih.gov/gene/?term=3588","interleukin-10 receptor beta chain","3588","lk_analyte"
"Il10rb ; Il10rb ; ANA578","http://www.ncbi.nlm.nih.gov/gene/?term=16155","interleukin-10 receptor beta chain","16155","lk_analyte"
"IL11 ; IL11 ; ANA121","http://www.ncbi.nlm.nih.gov/gene/?term=3589","interleukin-11","3589","lk_analyte"
"Il11 ; Il11 ; ANA579","http://www.ncbi.nlm.nih.gov/gene/?term=16156","interleukin-11","16156","lk_analyte"
"IL11RA ; IL11RA ; ANA122","http://www.ncbi.nlm.nih.gov/gene/?term=3590","interleukin-11 receptor subunit alpha","3590","lk_analyte"
"Il11ra1 ; Il11ra1 ; ANA580","http://www.ncbi.nlm.nih.gov/gene/?term=16157","interleukin-11 receptor subunit alpha","16157","lk_analyte"
"IL12A ; IL12A ; ANA123","http://www.ncbi.nlm.nih.gov/gene/?term=3592","interleukin-12 subunit alpha","3592","lk_analyte"
"Il12a ; Il12a ; ANA581","http://www.ncbi.nlm.nih.gov/gene/?term=16159","interleukin-12 subunit alpha","16159","lk_analyte"
"IL12B ; IL12B ; ANA124","http://www.ncbi.nlm.nih.gov/gene/?term=3593","interleukin-12 subunit beta","3593","lk_analyte"
"Il12b ; Il12b ; ANA582","http://www.ncbi.nlm.nih.gov/gene/?term=16160","interleukin-12 subunit beta","16160","lk_analyte"
"IL12p70 ; IL12 ; ANA800","","interleukin-12 complex (human)","","lk_analyte"
"IL12RB1 ; IL12RB1 ; ANA125","http://www.ncbi.nlm.nih.gov/gene/?term=3594","interleukin-12 receptor subunit beta-1","3594","lk_analyte"
"Il12rb1 ; Il12rb1 ; ANA583","http://www.ncbi.nlm.nih.gov/gene/?term=16161","interleukin-12 receptor subunit beta-1","16161","lk_analyte"
"IL12RB2 ; IL12RB2 ; ANA126","http://www.ncbi.nlm.nih.gov/gene/?term=3595","interleukin-12 receptor subunit beta-2","3595","lk_analyte"
"Il12rb2 ; Il12rb2 ; ANA584","http://www.ncbi.nlm.nih.gov/gene/?term=16162","interleukin-12 receptor subunit beta-2","16162","lk_analyte"
"IL13 ; IL13 ; ANA127","http://www.ncbi.nlm.nih.gov/gene/?term=3596","interleukin-13","3596","lk_analyte"
"Il13 ; Il13 ; ANA585","http://www.ncbi.nlm.nih.gov/gene/?term=16163","interleukin-13","16163","lk_analyte"
"IL13RA1 ; IL13RA1 ; ANA128","http://www.ncbi.nlm.nih.gov/gene/?term=3597","interleukin-13 receptor subunit alpha-1","3597","lk_analyte"
"Il13ra1 ; Il13ra1 ; ANA586","http://www.ncbi.nlm.nih.gov/gene/?term=16164","interleukin-13 receptor subunit alpha-1","16164","lk_analyte"
"IL13RA2 ; IL13RA2 ; ANA129","http://www.ncbi.nlm.nih.gov/gene/?term=3598","interleukin-13 receptor subunit alpha-2","3598","lk_analyte"
"Il13ra2 ; Il13ra2 ; ANA587","http://www.ncbi.nlm.nih.gov/gene/?term=16165","interleukin-13 receptor subunit alpha-2","16165","lk_analyte"
"IL15 ; IL15 ; ANA130","http://www.ncbi.nlm.nih.gov/gene/?term=3600","interleukin-15","3600","lk_analyte"
"Il15 ; Il15 ; ANA588","http://www.ncbi.nlm.nih.gov/gene/?term=16168","interleukin-15","16168","lk_analyte"
"IL15RA ; IL15RA ; ANA131","http://www.ncbi.nlm.nih.gov/gene/?term=3601","interleukin-15 receptor subunit alpha","3601","lk_analyte"
"Il15ra ; Il15ra ; ANA589","http://www.ncbi.nlm.nih.gov/gene/?term=16169","interleukin-15 receptor subunit alpha","16169","lk_analyte"
"IL16 ; IL16 ; ANA132","http://www.ncbi.nlm.nih.gov/gene/?term=3603","interleukin-16","3603","lk_analyte"
"Il16 ; Il16 ; ANA590","http://www.ncbi.nlm.nih.gov/gene/?term=16170","interleukin-16","16170","lk_analyte"
"IL17 ; IL17 ; ANA801","","interleukin 17F/17A heterodimer (human)","","lk_analyte"
"IL17A ; IL17A ; ANA133","http://www.ncbi.nlm.nih.gov/gene/?term=3605","interleukin-17A","3605","lk_analyte"
"Il17a ; Il17a ; ANA591","http://www.ncbi.nlm.nih.gov/gene/?term=16171","interleukin-17A","16171","lk_analyte"
"IL17B ; IL17B ; ANA134","http://www.ncbi.nlm.nih.gov/gene/?term=27190","interleukin-17B","27190","lk_analyte"
"Il17b ; Il17b ; ANA592","http://www.ncbi.nlm.nih.gov/gene/?term=56069","interleukin-17B","56069","lk_analyte"
"IL17C ; IL17C ; ANA135","http://www.ncbi.nlm.nih.gov/gene/?term=27189","interleukin-17C","27189","lk_analyte"
"Il17c ; Il17c ; ANA593","http://www.ncbi.nlm.nih.gov/gene/?term=234836","interleukin-17C","234836","lk_analyte"
"IL17D ; IL17D ; ANA136","http://www.ncbi.nlm.nih.gov/gene/?term=53342","interleukin-17D","53342","lk_analyte"
"Il17d ; Il17d ; ANA594","http://www.ncbi.nlm.nih.gov/gene/?term=239114","interleukin-17D","239114","lk_analyte"
"IL17F ; IL17F ; ANA137","http://www.ncbi.nlm.nih.gov/gene/?term=112744","interleukin-17F","112744","lk_analyte"
"Il17f ; Il17f ; ANA595","http://www.ncbi.nlm.nih.gov/gene/?term=257630","interleukin-17F","257630","lk_analyte"
"IL17RA ; IL17RA ; ANA138","http://www.ncbi.nlm.nih.gov/gene/?term=23765","interleukin-17 receptor A","23765","lk_analyte"
"Il17ra ; Il17ra ; ANA596","http://www.ncbi.nlm.nih.gov/gene/?term=16172","interleukin-17 receptor A","16172","lk_analyte"
"IL18 ; IL18 ; ANA139","http://www.ncbi.nlm.nih.gov/gene/?term=3606","interleukin-18","3606","lk_analyte"
"Il18 ; Il18 ; ANA597","http://www.ncbi.nlm.nih.gov/gene/?term=16173","interleukin-18","16173","lk_analyte"
"IL18R1 ; IL18R1 ; ANA140","http://www.ncbi.nlm.nih.gov/gene/?term=8809","interleukin-18 receptor 1","8809","lk_analyte"
"il18r1 ; il18r1 ; ANA698","http://www.ncbi.nlm.nih.gov/gene/?term=16182","interleukin-18 receptor 1","16182","lk_analyte"
"IL19 ; IL19 ; ANA141","http://www.ncbi.nlm.nih.gov/gene/?term=29949","interleukin-19","29949","lk_analyte"
"Il19 ; Il19 ; ANA598","http://www.ncbi.nlm.nih.gov/gene/?term=329244","interleukin-19","329244","lk_analyte"
"IL1A ; IL1A ; ANA142","http://www.ncbi.nlm.nih.gov/gene/?term=3552","interleukin-1 alpha","3552","lk_analyte"
"Il1a ; Il1a ; ANA599","http://www.ncbi.nlm.nih.gov/gene/?term=16175","interleukin-1 alpha","16175","lk_analyte"
"IL1B ; IL1B ; ANA143","http://www.ncbi.nlm.nih.gov/gene/?term=3553","interleukin-1 beta","3553","lk_analyte"
"Il1b ; Il1b ; ANA600","http://www.ncbi.nlm.nih.gov/gene/?term=16176","interleukin-1 beta","16176","lk_analyte"
"IL1F10 ; IL1F10 ; ANA144","http://www.ncbi.nlm.nih.gov/gene/?term=84639","interleukin-1 family member 10","84639","lk_analyte"
"Il1f10 ; Il1f10 ; ANA601","http://www.ncbi.nlm.nih.gov/gene/?term=215274","interleukin-1 family member 10","215274","lk_analyte"
"Il1f5 ; Il1f5 ; ANA602","http://www.ncbi.nlm.nih.gov/gene/?term=54450","interleukin-1 family member 5","54450","lk_analyte"
"IL1R1 ; IL1R1 ; ANA145","http://www.ncbi.nlm.nih.gov/gene/?term=3554","interleukin-1 receptor type I","3554","lk_analyte"
"Il1r1 ; Il1r1 ; ANA603","http://www.ncbi.nlm.nih.gov/gene/?term=16177","interleukin-1 receptor type I","16177","lk_analyte"
"IL1R2 ; IL1R2 ; ANA146","http://www.ncbi.nlm.nih.gov/gene/?term=7850","interleukin-1 receptor type II","7850","lk_analyte"
"Il1r2 ; Il1r2 ; ANA604","http://www.ncbi.nlm.nih.gov/gene/?term=16178","interleukin-1 receptor type II","16178","lk_analyte"
"IL1RN ; IL1RN ; ANA147","http://www.ncbi.nlm.nih.gov/gene/?term=3557","interleukin-1 receptor antagonist protein","3557","lk_analyte"
"Il1rn ; Il1rn ; ANA605","http://www.ncbi.nlm.nih.gov/gene/?term=16181","interleukin-1 receptor antagonist protein","16181","lk_analyte"
"IL2 ; IL2 ; ANA148","http://www.ncbi.nlm.nih.gov/gene/?term=3558","interleukin-2","3558","lk_analyte"
"Il2 ; Il2 ; ANA606","http://www.ncbi.nlm.nih.gov/gene/?term=16183","interleukin-2","16183","lk_analyte"
"IL20 ; IL20 ; ANA149","http://www.ncbi.nlm.nih.gov/gene/?term=50604","interleukin-20","50604","lk_analyte"
"Il20 ; Il20 ; ANA607","http://www.ncbi.nlm.nih.gov/gene/?term=58181","interleukin-20","58181","lk_analyte"
"IL20RA ; IL20RA ; ANA150","http://www.ncbi.nlm.nih.gov/gene/?term=53832","interleukin-20 receptor subunit alpha","53832","lk_analyte"
"Il20ra ; Il20ra ; ANA608","http://www.ncbi.nlm.nih.gov/gene/?term=237313","interleukin-20 receptor subunit alpha","237313","lk_analyte"
"IL20RB ; IL20RB ; ANA151","http://www.ncbi.nlm.nih.gov/gene/?term=53833","interleukin-20 receptor subunit beta","53833","lk_analyte"
"Il20rb ; Il20rb ; ANA609","http://www.ncbi.nlm.nih.gov/gene/?term=213208","interleukin-20 receptor subunit beta","213208","lk_analyte"
"IL21 ; IL21 ; ANA152","http://www.ncbi.nlm.nih.gov/gene/?term=59067","interleukin-21","59067","lk_analyte"
"Il21 ; Il21 ; ANA610","http://www.ncbi.nlm.nih.gov/gene/?term=60505","interleukin-21","60505","lk_analyte"
"IL21R ; IL21R ; ANA153","http://www.ncbi.nlm.nih.gov/gene/?term=50615","interleukin-21 receptor","50615","lk_analyte"
"Il21r ; Il21r ; ANA611","http://www.ncbi.nlm.nih.gov/gene/?term=60504","interleukin-21 receptor","60504","lk_analyte"
"IL22 ; IL22 ; ANA154","http://www.ncbi.nlm.nih.gov/gene/?term=50616","interleukin-22","50616","lk_analyte"
"Il22 ; Il22 ; ANA612","http://www.ncbi.nlm.nih.gov/gene/?term=50929","interleukin-22","50929","lk_analyte"
"IL22RA1 ; IL22RA1 ; ANA155","http://www.ncbi.nlm.nih.gov/gene/?term=58985","interleukin-22 receptor subunit alpha-1","58985","lk_analyte"
"Il22ra1 ; Il22ra1 ; ANA613","http://www.ncbi.nlm.nih.gov/gene/?term=230828","interleukin-22 receptor subunit alpha-1","230828","lk_analyte"
"IL22RA2 ; IL22RA2 ; ANA156","http://www.ncbi.nlm.nih.gov/gene/?term=116379","interleukin-22 receptor subunit alpha-2","116379","lk_analyte"
"Il22ra2 ; Il22ra2 ; ANA614","http://www.ncbi.nlm.nih.gov/gene/?term=237310","interleukin-22 receptor subunit alpha-2","237310","lk_analyte"
"IL23 ; IL23 ; ANA802","","interleukin-23 complex (human)","","lk_analyte"
"IL23A ; IL23A ; ANA157","http://www.ncbi.nlm.nih.gov/gene/?term=51561","interleukin-23 subunit alpha","51561","lk_analyte"
"Il23a ; Il23a ; ANA615","http://www.ncbi.nlm.nih.gov/gene/?term=83430","interleukin-23 subunit alpha","83430","lk_analyte"
"IL23R ; IL23R ; ANA158","http://www.ncbi.nlm.nih.gov/gene/?term=149233","interleukin-23 receptor","149233","lk_analyte"
