"pvTableName","pv","conditionalRequired","description","conditionalDuplicateRequired","jsonAttribute","jsonDataType","foreignKeyTableName","required","combinedColumn","metaResultDataType","tableName","columnType","cv","cvTableName","comment","tableColumn","templateColumn","foreignKey","pvPreferredTableColumn","templateName"
"lk_concentration_unit",TRUE,FALSE,"The analyte's concentration unit.",FALSE,"unitReported","enum",NA,TRUE,FALSE,NA,"elisa_result","varchar(200)",FALSE,NA,"The analyte's concentration unit.","unit_reported","Unit Reported",FALSE,"concentration_unit_preferred","ELISA_Results"
NA,FALSE,FALSE,"Unstructured text to further describe the result.",FALSE,"comments","string",NA,FALSE,FALSE,NA,"elisa_result","varchar(500)",FALSE,NA,"Unstructured text to further describe the result.","comments","Comments",FALSE,NA,"ELISA_Results"
NA,FALSE,FALSE,"The experiment sample identifier must be stored in ImmPort or in the experimentsamples.txt template.",FALSE,"expsampleId","string","expsample",TRUE,FALSE,NA,"elispot_result And expsample_2_file_info","varchar(15)",FALSE,NA,"Please enter either an experiment sample user defined ID or ImmPort accession.","expsample_accession","Expsample ID",TRUE,NA,"ELISPOT_Results"
"lk_analyte",TRUE,FALSE,"The analyte describes what is being measured in an assay. The list of values displays common immunology terms on the left and their preferred term on the right, separated by a semi-colon. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.",FALSE,"analyteReported","enum",NA,TRUE,FALSE,NA,"elispot_result","varchar(100)",FALSE,NA,"The analyte is the target (e.g protein, DNA, RNA) that is being assayed by the reagent. The list of values displays common immunology terms on the left and their preferred term on the right, separated by a semi-colon. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.","analyte_reported","Analyte Reported",FALSE,"immunology_symbol and short_label and analyte_preferred","ELISPOT_Results"
NA,FALSE,FALSE,"The number of spots generated by the reporting assay reagent.",FALSE,"spotNumberReported","number",NA,TRUE,FALSE,NA,"elispot_result","varchar(50)",FALSE,NA,"A number is expected.","spot_number_reported","Spot Number Reported",FALSE,NA,"ELISPOT_Results"
NA,FALSE,FALSE,"The number of live cells assayed per well.",FALSE,"cellNumberReported","number",NA,TRUE,FALSE,NA,"elispot_result","varchar(50)",FALSE,NA,"A number is expected.","cell_number_reported","Cell Number Reported",FALSE,NA,"ELISPOT_Results"
NA,FALSE,FALSE,"Unstructured text to further describe the result",FALSE,"comments","string",NA,FALSE,FALSE,NA,"elispot_result","varchar(500)",FALSE,NA,"Unstructured text to further describe the result","comments","Comments",FALSE,NA,"ELISPOT_Results"
NA,FALSE,FALSE,"The experiment user defined ID is an identifier chosen by the data provider to refer to an experiment. This ID may be referenced by other data records (e.g. experiment sample, control sample, standard curve). The user defined ID is not shared.",FALSE,"userDefinedId","string",NA,TRUE,FALSE,NA,"experiment","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","User Defined ID",FALSE,NA,"experiments"
NA,FALSE,FALSE,"The experiment name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"name","string",NA,TRUE,FALSE,NA,"experiment","varchar(500)",FALSE,NA,"The experiment name is an alternate identifier that is visible when the sample is shared.","name","Name",FALSE,NA,"experiments"
NA,FALSE,FALSE,"The experiment description is used to describe details of the experiment not captured in other columns.",FALSE,"description","string",NA,FALSE,FALSE,NA,"experiment","varchar(4000)",FALSE,NA,"The experiment description is used to describe details of the experiment not captured in other columns.","description","Description",FALSE,NA,"experiments"
NA,FALSE,FALSE,"The measurement technique describes the assay method.",FALSE,"measurementTechnique","enum",NA,TRUE,FALSE,NA,"experiment","varchar(50)",TRUE,"lk_exp_measurement_tech","Choose from a drop down list.","measurement_technique","Measurement Technique",FALSE,NA,"experiments"
NA,FALSE,FALSE,"An experiment may be linked to a single study.",FALSE,"studyId","string","study",TRUE,FALSE,NA,"experiment","varchar(15)",FALSE,NA,"Please enter either a study user defined ID or ImmPort accession for the study in which the experiment occurs.","study_accession","Study ID",TRUE,NA,"experiments"
NA,FALSE,FALSE,"Please enter either a protocol user defined ID or ImmPort accession. One or more identifiers can be entered per subject. Separate identifiers by semicolon (;).",FALSE,"protocolIds","array","protocol",TRUE,FALSE,NA,"experiment_2_protocol","varchar(15)",FALSE,NA,"Please enter either a protocol user defined ID or ImmPort accession.","protocol_accession","Protocol ID(s)",TRUE,NA,"experiments"
NA,FALSE,FALSE,"The explanatory proposition(s) being tested by the experiment.",FALSE,"hypothesis","string",NA,FALSE,FALSE,NA,"experiment","varchar(4000)",FALSE,NA,"The explanatory proposition(s) being tested by the experiment.","hypothesis","Hypothesis",FALSE,NA,"experiments"
NA,FALSE,TRUE,"An experiment and biological sample may be linked to a single study.",FALSE,"studyId","string","study",FALSE,FALSE,NA,"biosample And experiment","varchar(15)",FALSE,NA,"Please enter either a study user defined ID or ImmPort accession. This column is only required when both the experiment and biological sample are new.","study_accession","Study ID",TRUE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"The experiment sample user defined ID is an identifier chosen by the data provider to refer to this sample. This ID may be referenced by other data records (e.g. assay results). The user defined ID is not shared.",FALSE,"expsampleId","string",NA,TRUE,TRUE,NA,"expsample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Expsample ID",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The reagent identifier(s) must be stored in ImmPort or in the reagents.txt template.",FALSE,"reagentIds","array","reagent",FALSE,FALSE,NA,"expsample_2_reagent","varchar(15)",FALSE,NA,"Please enter either an assay reagent user defined ID or ImmPort accession.","reagent_accession","Reagent ID(s)",TRUE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The treatment identifier(s) must be stored in ImmPort or in the treatments.txt template.",FALSE,"treatmentIds","array","treatment",FALSE,FALSE,NA,"expsample_2_treatment","varchar(15)",FALSE,NA,"Please enter either a treatment user defined ID or ImmPort accession.","treatment_accession","Treatment ID(s)",TRUE,NA,"experimentSamples.CYTOF"
NA,FALSE,FALSE,"The experiment sample name is a display name that is available when the data is shared, but it is not referenced by other data records.",FALSE,"expsampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The experiment sample name is an alternate identifier that is visible when the experiment sample is shared.","name","Expsample Name",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,FALSE,"Describe important characteristics of the sample being assayed.",FALSE,"expsampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"Describe important characteristics of the sample being assayed.","description","Expsample Description",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,FALSE,"Separate file names by a semi-colon (;). The file size name limit is 240 characters.",FALSE,"additionalResultFileNames","array",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"Please enter additional result file(s) to link to the experiment sample. The file size name limit is 240 characters.",NA,"Additional Result File Names",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"The primary output for CYTOF assays is a file in .fcs format. The file size name limit is 240 characters.",FALSE,"resultFileName","string",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"The primary output for CYTOF assays is a file in .fcs format. The file size name limit is 240 characters.",NA,"Result File Name",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"The biological sample user defined ID is an identifier chosen by the data provider to refer to a sample. This ID may be referenced by other data records (e.g. experiment sample). The user defined ID is not shared.",FALSE,"biosampleId","string",NA,TRUE,TRUE,NA,"biosample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded. Please enter either a biological sample user defined ID or ImmPort accession. A single biological sample may be linked to an experiment sample.","user_defined_id","Biosample ID",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived. A single subject record is permitted.",FALSE,"subjectId","string","subject",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived.","subject_accession","Subject ID",TRUE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"The link to a study's planned visit provides temporal context for a sample's derivation from a subject.",FALSE,"plannedVisitId","string","planned_visit",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a study's planned visit user defined ID or ImmPort accession.","planned_visit_accession","Planned Visit ID",TRUE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"The sample types are adopted from Uberon, Cell and CHEBI ontologies.",FALSE,"type","enum",NA,FALSE,FALSE,NA,"biosample","varchar(50)",TRUE,"lk_sample_type","Please choose from the drop down list.","type","Type",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,FALSE,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.",FALSE,"subtype","string",NA,FALSE,FALSE,NA,"biosample","varchar(50)",FALSE,NA,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.","subtype","Subtype",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,FALSE,"The biological sample name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"biosampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The biological sample name is an alternate identifier that is visible when the sample is shared.","name","Biosample Name",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,FALSE,"The biological sample description is used to describe details of the sample not captured in other columns.",FALSE,"biosampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"The biological sample description is used to describe details of the sample not captured in other columns.","description","Biosample Description",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"Study time collected describes the time value for when a sample was derived from a subject.",FALSE,"studyTimeCollected","number",NA,FALSE,FALSE,NA,"biosample","float",FALSE,NA,"Please enter a number.","study_time_collected","Study Time Collected",FALSE,NA,"experimentSamples.CYTOF"
NA,FALSE,TRUE,"The time units are standard terms recommended by the HIPC Standards group.",FALSE,"studyTimeCollectedUnit","enum",NA,FALSE,FALSE,NA,"biosample","varchar(25)",TRUE,"lk_time_unit","Please choose from the drop down list.","study_time_collected_unit","Study Time Collected Unit",FALSE,NA,"experimentSamples.CYTOF"
